Company Name,Published Date,Location,Skills Required,Job Description,Apply link
verolt engineering private limited,Posted 5 days ago,Pune,"Cloudservices,Python,Hosting,Teamplayer","Key Accountabilities / Responsibilities:System and software requirement analysis for digital twin ,  using the vehicle dataDevelopment of use cases for digital twins of variou... More Details
",https://www.timesjobs.com/job-detail/digital-twin-architect-verolt-engineering-private-limited-pune-0-to-3-yrs-jobid-4X__SLASH__QBZPND09zpSvf__PLUS__uAgZw==&source=srp
CONNECTING 2 WORK,Posted 6 days ago,Thiruvananthapuram,"Python,Security,Webtechnologies,Php,Html","Develop high-quality web applications by leveraging state of the art web technologies and frameworks 2. Ensure user experience ,  availability ,  scalability ,  responsiveness... More Details
",https://www.timesjobs.com/job-detail/junior-developer-connecting-2-work-thiruvananthapuram-0-to-3-yrs-jobid-ZcxTFqTPk3JzpSvf__PLUS__uAgZw==&source=srp
ion trading india pvt. ltd.,Posted 6 days ago,Delhi,"Linux,Networkautomation,Python,Javascript,Infrastructure","The Tokyo Infrastructure group is seeking an additional member within the network team to assist with an upcoming DC migration project.key Responsibilities 50 PERCENT  of your... More Details
",https://www.timesjobs.com/job-detail/network-infrastructure-engineer-ion-trading-india-pvt-ltd-delhi-2-to-3-yrs-jobid-qUMoyMIuzudzpSvf__PLUS__uAgZw==&source=srp
covalense global,Posted 6 days ago,Hyderabad/Secunderabad,"Algorithms,Python,C,Java,Api,Javascript,Docker","Experience level: 6  yrsSkills: Frontend library experience  ( Angular ,  React ,  Node or Vue )  Microservices and RESTful API experience Understanding of Containers  &  Dock... More Details
",https://www.timesjobs.com/job-detail/java-developer-covalense-global-hyderabad-secunderabad-6-to-9-yrs-jobid-yJpsTg2q3idzpSvf__PLUS__uAgZw==&source=srp
origin hr,Posted 6 days ago,Pune,"Python,C,Github,Java,Infrastructure,Devops,Sql","Skills Required:Experience developing ,  maintaining ,  and documenting reliable and scalable data infrastructure and data products in complex environmentsDevelopment experien... More Details
",https://www.timesjobs.com/job-detail/data-engineer-origin-hr-pune-7-to-10-yrs-jobid-LP2VjIvizBhzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,Posted few days ago,Pune,"Nlp,Pythonprogramming,Tensorflow,Pytorch,Machinelearning","Hiring For NLP Engineer Job Description NLP Engineer Desired Profile Skills: NLP ,  Programming skills in Python and proficiency in deep learning frameworks such as TensorFlow... More Details
",https://www.timesjobs.com/job-detail/hiring-for-nlp-engineer-krazy-mantra-hr-solutions-pune-3-to-5-yrs-jobid-4__PLUS__mSyf5uTD1zpSvf__PLUS__uAgZw==&source=srp
Headhuntersinc consultancy Private Limited,Posted few days ago,Gurgaon,"Algorithms,Python,Java,Datastructures,Machinelearning","Required skills:*Proven experience as a Machine Learning Engineer or similar role*Understanding of data structures  ,  data modeling and software architecture*Deep knowledge o... More Details
",https://www.timesjobs.com/job-detail/machine-learning-engineer-headhuntersinc-consultancy-private-limited-gurgaon-3-to-6-yrs-jobid-QzRkLHaOVU9zpSvf__PLUS__uAgZw==&source=srp
evertz,Posted few days ago,Canada,"Orchestration,Security,Java,Python,Machinelearning","Our technology stack includes a Serverless microservice architecture that capitalizes on the full breadth of AWS services with code written in Python ,  Rust and Java ,  our U... More Details
",https://www.timesjobs.com/job-detail/senior-security-analyst-engineer-evertz-canada-0-to-3-yrs-jobid-dFyduR9SSYZzpSvf__PLUS__uAgZw==&source=srp
nuSecond Technologies pvt. ltd,Posted few days ago,Bengaluru / Bangalore,"Python,C,Teamplayer,Perl,Tcl","2-7  Years of experience in ASIC verificationShould have tapped out atleast 1 chips from specs to post silicon debugShould have experience in creating testbenches from scratch... More Details
",https://www.timesjobs.com/job-detail/verification-engineer-nusecond-technologies-pvt-ltd-bengaluru-bangalore-2-to-7-yrs-jobid-ZDQu8ynbwDRzpSvf__PLUS__uAgZw==&source=srp
evertz,Posted few days ago,Bengaluru / Bangalore,"Systemsengineer,Pythonscripting,Knowledgeofnetworking","**:**We are looking for an experienced Systems Engineer to join our SDVN team! As a Systems Engineer ,  you will be responsible for planning ,  implementing ,  and maintaining... More Details
",https://www.timesjobs.com/job-detail/systems-engineer-evertz-bengaluru-bangalore-2-to-5-yrs-jobid-a1STtg7leOpzpSvf__PLUS__uAgZw==&source=srp
NuageBiz.Tech,Posted few days ago,Noida/Greater Noida,"Python,Docker,Git,Devops,Infrastructure,Gateway","Skills Required:Azure DevOps ,  Azure Pipelines ,  CI / CD ,  SonarQube ,  Git ,  Kubernetes ,  Docker ,  Azure Keyvault ,  Azure App Service ,  Application Gateway ,  APIM , ... More Details
",https://www.timesjobs.com/job-detail/azure-developer-nuagebiz-tech-noida-greater-noida-2-to-3-yrs-jobid-96VL9RXcVspzpSvf__PLUS__uAgZw==&source=srp
destiny hr group services,Posted few days ago,Netherlands,"Python,Adf,Docker,Security,Iam,Devops,Gateway","**:**- AAC Global Technology Solution and Landing Zone architecture  & amp; solution design  & amp; implementation- Clusters strategy- Platform operationalization- Scaling  & ... More Details
",https://www.timesjobs.com/job-detail/aws-engineer-destiny-hr-group-services-netherlands-3-to-6-yrs-jobid-3NSjpUmc4SZzpSvf__PLUS__uAgZw==&source=srp
krazy mantra hr solutions,Posted few days ago,Bengaluru / Bangalore,"Azure,Ai,Kubernetes,Databricks,Python,Devops,Docker","Hiring For Azure Solutions ArchitectDesired ProfileSkills: Azure ,  AI ,  Kubernetes ,  Databricks ,  Data Factory ,  Azure ML Service ,  Azure DevOps ,  Docker / Containeriza... More Details
",https://www.timesjobs.com/job-detail/hiring-for-azure-solutions-architect-krazy-mantra-hr-solutions-bengaluru-bangalore-5-to-10-yrs-jobid-jKADKY6iaqhzpSvf__PLUS__uAgZw==&source=srp
Datagrid Solutions,Posted few days ago,"Mumbai,  Pune","Python,Laravel,Codeigniter,Phpdeveloper,Php","PHP DeveloperPHP ,   ( NodeJS Or Python will be added advantage ) Laravel or CodeigniterPHP hands-on experience should be at least 2 yearsShould have an attitude to learning a... More Details
",https://www.timesjobs.com/job-detail/php-developer-datagrid-solutions-mumbai-pune-4-to-5-yrs-jobid-fNFPVLPHnbNzpSvf__PLUS__uAgZw==&source=srp
tresvista financial services,Posted few days ago,"Mumbai,  Pune,  Bengaluru / Bangalore","Hive,Python,Bi,Dbms,Sql,Nosql","Responsibilities:Interacting with the client  ( internal or external )  to understand their problems and work on solutions that address the client needsDriving projects and wo... More Details
",https://www.timesjobs.com/job-detail/associate-data-intelligence-group-tresvista-financial-services-mumbai-pune-bengaluru-bangalore-3-to-4-yrs-jobid-as80w__PLUS__4i0NNzpSvf__PLUS__uAgZw==&source=srp
BISTA SOLUTIONS,Posted few days ago,"Mumbai,  Pune","Python,Git,Postgresql,Writtencommunication,Api","Odoo DeveloperExperience: 3-5 yearsLocation: Pune /  MumbaiEducation Qualification:Preferably Bachelors /  Masters degree in Computer Science or similar technical disciplineRe... More Details
",https://www.timesjobs.com/job-detail/odoo-developer-bista-solutions-mumbai-pune-5-to-8-yrs-jobid-8ZdTbtsNw2pzpSvf__PLUS__uAgZw==&source=srp
BISTA SOLUTIONS,Posted few days ago,"Mumbai,  Pune","Python,Git,Postgresql,Writtencommunication,Api","Education Qualification:Preferably Bachelors /  Masters degree in Computer Science or similar technical disciplineRequired Skills:Should have good knowledge of ODOOs Default M... More Details
",https://www.timesjobs.com/job-detail/project-lead-odoo-bista-solutions-mumbai-pune-5-to-8-yrs-jobid-h52xAOpfOa9zpSvf__PLUS__uAgZw==&source=srp
Tech Next Lab,Posted few days ago,Lucknow,"C,Python,C,Java,Developtimebound","DeveloperJoin hands with our aggressive and passionate team. The basic criteria and requirements for applying the job:Must have a background in Semiconductor Physics of materi... More Details
",https://www.timesjobs.com/job-detail/developer-tech-next-lab-lucknow-2-to-3-yrs-jobid-CEbLCe29TDFzpSvf__PLUS__uAgZw==&source=srp
tech holding,Posted few days ago,Ahmedabad,"Python,Ruby,Sql,Devops,Softwareengineering","# **About us:**Working at Tech Holding isn't just a job ,  it's an opportunity to be a part of something bigger. We are a full-service consulting firm that was founded on the ... More Details
",https://www.timesjobs.com/job-detail/senior-devops-engineer-tech-holding-ahmedabad-7-to-10-yrs-jobid-GrGsmsLb2BpzpSvf__PLUS__uAgZw==&source=srp
Cotocus,Posted few days ago,Bengaluru / Bangalore,"Docker,Devops,Perl,Python,Solutiondelivery,Ruby","The Dev-Ops Platform of our clients is a mix of other and different applications and tools which are running on multiple platforms. Transformation also causes changes in multi... More Details
",https://www.timesjobs.com/job-detail/devops-architect-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-CFv__PLUS__qKx6HvpzpSvf__PLUS__uAgZw==&source=srp
AugmatrixGo,Posted few days ago,Gurgaon,"Python,Jquery,Javascript,Django,Git,Devops,Linux","### We're looking for passionate Fullstack Developers with 2-4 yrs of work experience. The candidate will work on our flagship software product transforming B2B service procur... More Details
",https://www.timesjobs.com/job-detail/fullstack-developer-augmatrixgo-gurgaon-2-to-4-yrs-jobid-__SLASH__uPLZackawdzpSvf__PLUS__uAgZw==&source=srp
AugmatrixGo,Posted few days ago,"Hyderabad/Secunderabad,  Pune","Java,Xml,Api,Python,Javascript,Servicenow,Soap","Roles  & amp; Responsibilities :- Act as a stakeholder for companys ITSM team in determining policies around ServiceNOW and ITSM governance.- Partner with business partners to... More Details
",https://www.timesjobs.com/job-detail/servicenow-developer-augmatrixgo-hyderabad-secunderabad-pune-5-to-8-yrs-jobid-JC6EDpAbKRVzpSvf__PLUS__uAgZw==&source=srp
Cotocus,Posted few days ago,Bengaluru / Bangalore,"Rest,Python,Softwareproject,Ruby,Docker,Infrastructure","Professional at this designation will be responsible for automating complex cloud production infrastructure and will be continuing to secure our infrastructure to protect us a... More Details
",https://www.timesjobs.com/job-detail/ansible-operations-engineer-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-IiJ71yU5xEBzpSvf__PLUS__uAgZw==&source=srp
hashroot limited,Posted few days ago,Cochin/ Kochi/ Ernakulam,"Python,Maven,Ruby,Docker,Devops,Linux,Openstack","##### - **Eligibility Criteria**    - Hands-on experience in building ,  designing ,  and maintaining cloud-based applications with AWS ,  Azure ,  OpenStack ,  etc.    - Expe... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-hashroot-limited-cochin-kochi-ernakulam-1-to-8-yrs-jobid-NKSVqV1g__PLUS__S9zpSvf__PLUS__uAgZw==&source=srp
kanmalai technologies,Posted few days ago,Coimbatore,"Python,Bi,Esri,Sql,Security,Adb","Skills: Technical | BIDW | BI Reporting | Power BIQualification: Any Graduation with Excellent CommunicationExperience: 4 - 6 YearsResponsibilities:Drives clarification of req... More Details
",https://www.timesjobs.com/job-detail/development-power-bi-developer-kanmalai-technologies-coimbatore-4-to-6-yrs-jobid-hTbtvkrFDRxzpSvf__PLUS__uAgZw==&source=srp
PeerLogic Systems LLP,Posted few days ago,Pune,"Python,Freeswitch,Problemsolving,Voip,Linux,Perl","# ### Title: Test-Automation Engineer FreeSwitch / Asterisk**Location:** Pune**Job Information:** Design and develop a test automation framework based on FreeSwitch to automat... More Details
",https://www.timesjobs.com/job-detail/test-automation-engineer-freeswitch-asterisk-peerlogic-systems-llp-pune-2-to-5-yrs-jobid-__SLASH__jrMVghwYoRzpSvf__PLUS__uAgZw==&source=srp
aeries technology group  ( sabre industries ),Posted few days ago,Hyderabad/Secunderabad,"Python,C,Java,Git,Infrastructure,Perl","Position Summary:Aeries Technology Group is looking for an experienced Java Backend Developer preferably from technology services industry to join our Java Team. The role will... More Details
",https://www.timesjobs.com/job-detail/java-developer-aeries-technology-group-sabre-industries-hyderabad-secunderabad-6-to-9-yrs-jobid-w__SLASH__5eSND0pN9zpSvf__PLUS__uAgZw==&source=srp
Arivon Technologies,Posted few days ago,Bengaluru / Bangalore,"Python,Restapi,Security,Git,Debugging,Perl",":Arivon is looking for QA Engineer who is strong in Networking / Security.- Bachelors or Masters Degree in Computer Science ,  Electronics ,  Communications or Electrical Engi... More Details
",https://www.timesjobs.com/job-detail/qa-engineer-networking-security-arivon-technologies-bengaluru-bangalore-2-to-4-yrs-jobid-zY0vAOlX8h9zpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Bengaluru / Bangalore,"Python,Sql,Nosql,Docker,Database,Git,Api","- :Strong knowledge of building scalable and secure NodeJS API's.  Strong knowledge in NodeJS ,  Object-Oriented programming ,  SDLC  ( Software development Life cycle ) .  We... More Details
",https://www.timesjobs.com/job-detail/backend-developer-alliance-recruitment-agency-bengaluru-bangalore-3-to-7-yrs-jobid-Sg__SLASH__0tp4XQL5zpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Pune,"Algorithms,Python,Machinelearning,Linux,Opencv","Desired Skills:Proficiency with a deep learning framework such as TensorFlow or KerasProficiency with Python and basic libraries for machine learning such as sci-kit-learn and... More Details
",https://www.timesjobs.com/job-detail/machine-learning-engineer-alliance-recruitment-agency-pune-2-to-10-yrs-jobid-A2G28PNnO3JzpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Ahmedabad,"Hive,Python,Problemsolving,Bigdata,Sql","### - An accomplished data engineer with hands-on experience in BFSI domain building and managing data pipelines ,  data architecture ,  and good experience in AWS.- Expert le... More Details
",https://www.timesjobs.com/job-detail/data-engineer-alliance-recruitment-agency-ahmedabad-4-to-6-yrs-jobid-1uM__SLASH__yTV3X7NzpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Anand,"Hive,Python,Problemsolving,Bigdata,Sql",":An accomplished data engineer with hands-on experience in BFSI domain building and managing data pipelines ,  data architecture and good experience in AWS.essential condition... More Details
",https://www.timesjobs.com/job-detail/data-engineer-alliance-recruitment-agency-anand-4-to-6-yrs-jobid-elWeJLvvMLBzpSvf__PLUS__uAgZw==&source=srp
aeries technology group  ( sabre industries ),Posted few days ago,Bengaluru / Bangalore,"Debugging,Mysql,Python,Machinelearning,Ruby","We are looking for a technical team lead who is hands-on and can dive in ,  write code ,  troubleshoot ,  and design and work in complex systems. Above that ,  we are looking ... More Details
",https://www.timesjobs.com/job-detail/tech-lead-ruby-on-rails-aeries-technology-group-sabre-industries-bengaluru-bangalore-5-to-8-yrs-jobid-y4PGn__PLUS__VOPoBzpSvf__PLUS__uAgZw==&source=srp
Cotocus,Posted few days ago,Bengaluru / Bangalore,"Orchestration,Docker,Teamcity,Python,Ant,Gradle,Groovy","Professional at this place will have the chance to increase superb at work encounter working for a quick moving programming division constructing full-stack microservices.Role... More Details
",https://www.timesjobs.com/job-detail/site-reliability-engineer-kubernetes-docker-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-6bgoPagM__PLUS__xpzpSvf__PLUS__uAgZw==&source=srp
right infotech solutions pvt. ltd,Posted few days ago,Delhi,"Python,Sql,Java,Apache,Unixshellprogramming","Trainee Application Operations Engineer IndiaJob Description1 )  Monitor SaaS applications ,  databases ,  and servers.2 )  Attend to the application issues and resolve them b... More Details
",https://www.timesjobs.com/job-detail/trainee-application-operations-engineer-right-infotech-solutions-pvt-ltd-delhi-0-to-3-yrs-jobid-OCDsSwcd__SLASH__qhzpSvf__PLUS__uAgZw==&source=srp
the modern dimension,Posted few days ago,"Delhi,  Delhi/NCR,  Bengaluru / Bangalore","Python,Machinelearning,Artificialintelligence,Java","ResponsibilitiesCreate timelines for the development and deployment of all components adhering to proper quality tests.Ensure all technology practices adhere to regulatory sta... More Details
",https://www.timesjobs.com/job-detail/cto-executive-the-modern-dimension-delhi-delhi-ncr-bengaluru-bangalore-15-to-18-yrs-jobid-3PatKgLRjA1zpSvf__PLUS__uAgZw==&source=srp
grazitti interactive,Posted few days ago,Mohali,"Artificialintelligence,Sql,Python,Machinelearning","As a Lead Data Scientist ,  your main duties will involve overseeing the data science team ,  organizing project plans ,  and constructing analytical models. Demonstrating exc... More Details
",https://www.timesjobs.com/job-detail/position-title-lead-data-scientist-grazitti-interactive-mohali-6-to-9-yrs-jobid-djN3zx2gT__PLUS__pzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted few days ago,,"Scala,Apache,Devops,San,Python,Forms","The RoleVeeva OpenData supports the industry by providing real-time reference data across the complete healthcare ecosystem to support commercial sales execution ,  compliance... More Details
",https://www.timesjobs.com/job-detail/dataops-engineer-veeva-systems-3-to-6-yrs-jobid-oMLIcwgZxeBzpSvf__PLUS__uAgZw==&source=srp
eurys infosystem pvt. ltd,Posted few days ago,Jaipur,"Python,C,Javascript,Java,Linux,Technicalskills","Salary / Stipend: As per Company policyMinimum Qualification: B. Tech /  M. Tech  / MCA / BCATechnologies worked onEmbedded C ,  Linux ,  python ,  JavaScript ,  java ,  embed... More Details
",https://www.timesjobs.com/job-detail/trainee-embedded-systems-eurys-infosystem-pvt-ltd-jaipur-0-to-2-yrs-jobid-__SLASH__Sj87RrNbEZzpSvf__PLUS__uAgZw==&source=srp
eurys infosystem pvt. ltd,Posted few days ago,Jaipur,"Python,C,Javascript,Java,Linux,Technicalskills","## **Experience:** 2-4 Years**Minimum Qualification:** B. Tech /  M. Tech**Technologies Worked On:**- Embedded C- Linux- Python- JavaScript- Java- Embedded System**Preferable ... More Details
",https://www.timesjobs.com/job-detail/associate-embedded-engineer-eurys-infosystem-pvt-ltd-jaipur-2-to-4-yrs-jobid-GUJCJ514NjdzpSvf__PLUS__uAgZw==&source=srp
evince technologies,Posted few days ago,Chennai,"Cloudservices,Python,Svn,Java,Git,Php","Roles  & amp; Responsibilities:Good working experience in different cloud services offered by Amazon ( AWS )  ,  Google and AzureSetting Up ReactJS ,  Angular ,  Vue ,  NodeJS... More Details
",https://www.timesjobs.com/job-detail/system-administrator-evince-technologies-chennai-0-to-3-yrs-jobid-uZO0hp2Y5pdzpSvf__PLUS__uAgZw==&source=srp
hear.com - audibene,Posted few days ago,Germany,"Python,Docker,Systemadministration,Infrastructure,Hadoop","About the roleYou will be owning our infrastructure and providing tooling for our developers to have the freedom to experiment and provide our customers with the best experien... More Details
",https://www.timesjobs.com/job-detail/platform-engineer-f-m-x-hear-com-audibene-germany-0-to-3-yrs-jobid-2vabA1F74DxzpSvf__PLUS__uAgZw==&source=srp
idealcrew services,Posted few days ago,Pune,"Python,Adf,Databasedeveloper,Sql,Api","Skill Sets:PythonSQL ServerAzureWork within Program:Develop high-performance ETL pipelines on large datasets in the Azure cloud leveraging Databricks Python as the BigData pla... More Details
",https://www.timesjobs.com/job-detail/data-engineer-idealcrew-services-pune-3-to-10-yrs-jobid-r1hlWRpimVxzpSvf__PLUS__uAgZw==&source=srp
pragmatic career solutions,Posted few days ago,Pune,"Database,Linux,Crm,Python,Ruby,Php","Qualifications: BE / BCS / BCA / MCA / MCSExperience: 3 - 4 yearsSend your resume toProject ManagerLocation: Pune IndiaQualifications: BE / BCS / BCA / MCA / MCSExperience: 3 ... More Details
",https://www.timesjobs.com/job-detail/project-manager-pragmatic-career-solutions-pune-3-to-4-yrs-jobid-xkArOznCIldzpSvf__PLUS__uAgZw==&source=srp
plutus research,Posted few days ago,Bengaluru / Bangalore,"Algorithms,C,Python,C,Linux,Datastructures","Trading Systems DeveloperResponsibilities:Augmenting ,  improving ,  and designing the complex trading systemDeveloping new applications to assist traders in efficiently opera... More Details
",https://www.timesjobs.com/job-detail/trading-systems-developer-plutus-research-bengaluru-bangalore-1-to-3-yrs-jobid-Ks6CPCBS__PLUS__NNzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted few days ago,Canada,"San,Python,Bi,Java,Infrastructure,Softwareengineer","We are the first public company to become a . As a PBC ,  we are committed to making the industries we serve more productive ,  and we are committed to creating high-quality e... More Details
",https://www.timesjobs.com/job-detail/principal-software-engineer-veeva-systems-canada-10-to-13-yrs-jobid-Br99JMx__SLASH__yhJzpSvf__PLUS__uAgZw==&source=srp
HyreFox Consultants,Posted a month ago,Jaipur,"Python,Github,Sql,Security,Devops,Json,Api","### **Skills:**- DevOps - Platform Engineering - Azure Landing Zones- DevOps - SDLC enablement- DevOps - Data platform- DevOps - SQL release management- DevOps - Power Pages- ... More Details
",https://www.timesjobs.com/job-detail/azure-devops-hyrefox-consultants-jaipur-0-to-3-yrs-jobid-AZGrqDC19x1zpSvf__PLUS__uAgZw==&source=srp
"Global Talent pool
     (More Jobs)",Posted few days ago,Bengaluru / Bangalore,"Cloudcomputing,Genesys,Sdks,Aws,Java,Python","Proven experience as a software developer with a focus on Genesys Cloud solutions. Strong understanding of contact center technologies and best practices.  Experience with Gen... More Details
",https://www.timesjobs.com/job-detail/genesys-cloud-developer-product-base-company-bengaluru-bangalore-2-to-5-yrs-jobid-lq8p9sCoTrRzpSvf__PLUS__uAgZw==&source=srp
"Cynosure Corporate Solutions
     (More Jobs)",Posted few days ago,Chennai,"Machinelearning,Django,Python,Css,Html","Responsibilities:Experience: 5+ yearsDesign and implement Python code using the Django framework.identify and fix bottlenecks that may arise from inefficient code.identify and... More Details
",https://www.timesjobs.com/job-detail/technical-lead-cynosure-corporate-solutions-chennai-4-to-9-yrs-jobid-VfZnW0naJ2pzpSvf__PLUS__uAgZw==&source=srp
"Meditab Software India PVT LTD
     (More Jobs)",Posted few days ago,Ahmedabad,"Javascript,Shellscripting,Python,Aws,Teammanagement","Responsibilities:Collaboration: Work closely with the Chief Scientific Officer to translate theirspecifications in production software for genomic data processing and report g... More Details
",https://www.timesjobs.com/job-detail/product-manager-sr-software-engineer-meditab-software-ahmedabad-5-to-10-yrs-jobid-aBoBSodELqFzpSvf__PLUS__uAgZw==&source=srp
"SAMPOORNA CONSULTANTS PVT LTD
     (More Jobs)",Posted a month ago,Bengaluru / Bangalore,"Testautomation,Testcomplete,Python,Javascript","""Skills and Qualifications Required:4 Years of experience in Automation Testing.- At least 2 year of experience using TestComplete.must to have good working experience using P... More Details
",https://www.timesjobs.com/job-detail/automation-testing-module-lead-bangalore-j47593-a-leading-firm-bengaluru-bangalore-4-to-6-yrs-jobid-Mqh3xSXt__SLASH__25zpSvf__PLUS__uAgZw==&source=srp
Angel and Genie,Posted 1 day ago,Bengaluru / Bangalore,"Algorithms,C,Seniorsoftwareengineer,Git,Pythonscripting,Xml,Linux,Debugging,C#,Python,C,Svn,Windows","Job DescriptionWe are seeking a talented Senior Software Engineer with strong experience in C   development , and good to have automotive domain knowledge. The ideal candidate... More Details
",https://www.timesjobs.com/job-detail/c-developer-angel-and-genie-bengaluru-bangalore-3-to-8-yrs-jobid-3e__SLASH__oU6MkYqFzpSvf__PLUS__uAgZw==&source=srp
web decorum,Posted 5 days ago,Gurgaon,"Python,Oracle,Ivr,Windows,Machinelearning,Pythonscripting,Linux,Php,Mysql,Perl,Sqldatabase","Job Description:- The ideal candidate will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and s... More Details
",https://www.timesjobs.com/job-detail/asterisk-developer-web-decorum-gurgaon-2-to-5-yrs-jobid-mfHuBxjZTplzpSvf__PLUS__uAgZw==&source=srp
Infostretch Solution Pvt Ltd,Posted 6 days ago,"Hyderabad/Secunderabad,  Chennai,  Pune,  Bengaluru / Bangalore","Fundamentals,Sql,Database,Pythonscripting,Git,Devops,Softwareengineering,Python,Rdbms","Company Description: Apexon is a digital-first technology services firm backed by Goldman Sachs Asset Management and Everstone Capital. We specialize in accelerating business ... More Details
",https://www.timesjobs.com/job-detail/lead-data-engineer-infostretch-solution-pvt-ltd-hyderabad-secunderabad-chennai-pune-bengaluru-bangalore-17-to-20-yrs-jobid-5j__PLUS__Wd3Yyc29zpSvf__PLUS__uAgZw==&source=srp
Tessolve Semiconductor Pvt. Ltd.,Posted few days ago,Bengaluru / Bangalore,"Pythonscripting,Robotframework/Flask,Api,Oopsinpython,Testautomation,Softwareengineer,Forms","Job Posted On: 09-02-2024 14:47:45Company: Group Tessolve Semiconductor Private LimitedDepartment: ServicesEmployee Type: Regular Employee - ConfirmedDesignation: Software Eng... More Details
",https://www.timesjobs.com/job-detail/validation-engineer-tessolve-semiconductor-pvt-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-9tcpW8ug0XZzpSvf__PLUS__uAgZw==&source=srp
aci infotech,Posted few days ago,"Mumbai,  Pune","Analyticalthinking,Logicalreasoning,Sqlqueries,Unixcommands,Pythonprogramming,Python,Shellscripting,Cloudcomputing,Unix","Real Estate Performance Analyst - MSCILocation: Mumbai ,  PuneTimings: 2:00PM-11:00PMDesired Experience and Qualifications:Candidate can be a fresher. One year experience is a... More Details
",https://www.timesjobs.com/job-detail/real-estate-performance-analyst-aci-infotech-mumbai-pune-0-to-1-yrs-jobid-rnG3x1Nu8ndzpSvf__PLUS__uAgZw==&source=srp
aci infotech,Posted few days ago,Mumbai,"Databasestructures,Sql,Communication,Independentworker,Pythonorr(Orothertechnicallanguages),Database,Python,Datamining,Sql","Job Title: DataDesk RemoteLocation: MSCI MumbaiSpecific Knowledge / SkillsYou have strong knowledge in database structures and know SQL or other database querying language.Goo... More Details
",https://www.timesjobs.com/job-detail/datadesk-aci-infotech-mumbai-4-to-5-yrs-jobid-yJUdReyK1ZFzpSvf__PLUS__uAgZw==&source=srp
Pravaig Dynamics,Posted few days ago,Bengaluru / Bangalore,"Deeplearning,Computervision,Tensorflow,Pytorch,Python,Python,C,Linux,Machinelearning","Machine Learning EngineerLocation: BangaloreRoles and Responsibilities:Develop SOTA for Deep Learning applications  ( computer vision )  ,  object detection / classification ,... More Details
",https://www.timesjobs.com/job-detail/machine-learning-pravaig-dynamics-bengaluru-bangalore-1-to-5-yrs-jobid-XujrG1F2TVFzpSvf__PLUS__uAgZw==&source=srp
infinity business solutions pvt ltd,Posted few days ago,Thiruvananthapuram,"Datamigration,Sqlserver,Ssis,Apiintegration,Python,Python,Sql,Api","Posted on: 23-Sep-2020Data Migration AnalystLocation: ThiruvananthapuramExperience: 2 - 5 YrsMinimum Qualification and Experience:Graduate with experience of 2-4 years in Data... More Details
",https://www.timesjobs.com/job-detail/data-migration-analyst-infinity-business-solutions-pvt-ltd-thiruvananthapuram-2-to-4-yrs-jobid-XrK__SLASH__UOlp5plzpSvf__PLUS__uAgZw==&source=srp
TO THE NEW,Posted a month ago,Noida/Greater Noida,"Sql,Database,Pythonscripting,Postgresql,Devops,Mysql,Mongodb,Python,Nosql,Infrastructuresetup,Writtencommunication,Infrastructure","Senior DevOps EngineerLocation: NoidaExperience: 4-6 yearsEducation: Graduation / Post GraduationResponsibilitiesDesign the architecture ,  infrastructure setup ,  deploy and ... More Details
",https://www.timesjobs.com/job-detail/senior-devops-engineer-to-the-new-noida-greater-noida-4-to-7-yrs-jobid-IkINuiUWOT1zpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 1 day ago,Canada,"Docker,Database,Java,Git,Linux,Mysql,Shellscripting,San,Python","Requirements 3  years of experience in Performance Engineering and BenchmarkingProficiency with Java ,  MySQL ,  and scripting tools such as Python and Shell scriptingExtensiv... More Details
",https://www.timesjobs.com/job-detail/performance-engineer-veeva-systems-canada-3-to-6-yrs-jobid-BIKZS8npI__SLASH__tzpSvf__PLUS__uAgZw==&source=srp
Veeva Systems,Posted 1 day ago,,"Docker,Java,Git,Linux,Mysql,Shellscripting,San,Python","At Veeva ,  each software release is highly scrutinized to meet the demands of our customers. As a Senior Performance Engineer ,  you'll have a key role in our products succes... More Details
",https://www.timesjobs.com/job-detail/senior-performance-engineer-veeva-systems-6-to-9-yrs-jobid-ox__PLUS__YbsK__PLUS__0YBzpSvf__PLUS__uAgZw==&source=srp
